FILIAL;MÊS;CONTA;REAL;ORÇ. GERENCIAL
0101-MCZ;AGO;311070103005 - VARIACAO CAMBIAL ATIVAS;218.509;0
0101-MCZ;AGO;311070104023 - RECEITA DE VERBAS DESCONTOS EM DUPLICATAS;434.060;0
0101-MCZ;AGO;312010101001 - ( - ) CONTRIBUICAO SOCIAL S/ LUCRO LIQUIDO;63.267;0
0101-MCZ;AGO;312010101002 - ( - ) IMPOSTO DE RENDA;179.742;0
0101-MCZ;AGO;COFINS Frete Transferência;7.239;0
0101-MCZ;AGO;Encargos sobre comissões;-235.094;-347.380
0101-MCZ;AGO;Estorno Encargos sobre comissões;235.094;347.380
0101-MCZ;AGO;Frete Transferência Bruto;-247.181;0
0101-MCZ;AGO;ICMS Frete Transferência;25.251;0
0101-MCZ;AGO;PIS Frete Transferência;1.572;0
0101-MCZ;AGO;QUEBRA;0;-371.398
0101-MCZ;AGO;Rateio do Credito Pis e Cofins;605.538;0
0101-MCZ;AGO;VPC;0;1.124.033
0101-MCZ;SET;311010101001 - RECEITA DE MERCADORIAS VENDIDAS NACIONAL;29.870.324;40.113.901
0101-MCZ;SET;311010101002 - RECEITA MERCADORIAS BONIFICADA;2.470;0
0101-MCZ;SET;311010101006 - RECEITA DE FRETE MERCADORIA;106.814;372.313
0101-MCZ;SET;311010102002 - ( - ) DESCONTOS INCONDICIONAIS;-421.584;-1.340.926
0101-MCZ;SET;311010102003 - ( - ) ICMS S/ REVENDA MERCADORIA;-1.193.374;-1.492.301
0101-MCZ;SET;311010102004 - ( - ) COFINS;-2.071.073;-2.630.233
0101-MCZ;SET;311010102005 - ( - ) PIS/PASEP;-449.646;-610.242
0101-MCZ;SET;311010102011 - ( - ) DEVOLUCAO DE VENDAS;-1.015.315;-1.925.467
0101-MCZ;SET;311010102016 - ( - ) IPI;-297.242;-544.952
0101-MCZ;SET;311010201001 - RECEITA PRESTACAO DE SERVICOS;12.155;0
0101-MCZ;SET;311010201002 - RECEITA DE RECARGA DE CELULAR;89;0
0101-MCZ;SET;311010201004 - RECEITA DE FRETE DE CLIENTE;234.171;0
0101-MCZ;SET;311010202001 - ISS;-12.328;-18.616
0101-MCZ;SET;311010202002 - PIS;-4.065;-6.143
0101-MCZ;SET;311010202003 - COFINS;-18.720;-28.296
0101-MCZ;SET;311020101001 - CUSTO DE MERCADORIA VENDIDA NACIONAL;-16.848.438;-21.341.300
0101-MCZ;SET;311020101002 - CUSTO DE MERCADORIA VENDIDA IMPORTADO;91.928;0
0101-MCZ;SET;311020101003 - CUSTO SOBRE QUEBRA DE MERCADORIA;-227.093;0
0101-MCZ;SET;311040101001 - ADICIONAL NOTURNO;-224;-1.204
0101-MCZ;SET;311040101005 - ALIMENTAÇÃO;-1.456;-122.720
0101-MCZ;SET;311040101006 - ASSITÊNCIA MÉDICA;-135.294;0
0101-MCZ;SET;311040101007 - AVISO PRÉVIO;0;-16.860
0101-MCZ;SET;311040101008 - BENEFÍCIOS A EMPREGADOS;0;-2.400
0101-MCZ;SET;311040101010 - COMISSÃO E REPOUSO REMUNERADO;-444.598;-560.290
0101-MCZ;SET;311040101012 - CURSOS/TREINAMENTOS JD;0;-5.000
0101-MCZ;SET;311040101015 - FERIAS;0;-8.028
0101-MCZ;SET;311040101018 - GRATIFICAÇÕES / PREMIAÇÕES;-6.250;-15.562
0101-MCZ;SET;311040101019 - HORAS EXTRAS;-8.881;-11.320
0101-MCZ;SET;311040101022 - MENOR APRENDIZ;0;-2.000
0101-MCZ;SET;311040101027 - PERICULOSIDADE;-1.102;-1.545
0101-MCZ;SET;311040101029 - SALÁRIOS E ORDENADOS;-670.947;-721.866
0101-MCZ;SET;311040101031 - EPI E UNIFORMES;-25.112;-600
0101-MCZ;SET;311040101032 - VALE TRANSPORTE;-75.200;-69.219
0101-MCZ;SET;311040101033 - REEMBOLSO DESPESAS;-472;0
0101-MCZ;SET;311040101036 - QUEBRA DE CAIXA;0;-1.502
0101-MCZ;SET;311040101038 - AJUDA DE CUSTO DOMINGO;0;-11.286
0101-MCZ;SET;311040101039 - AJUDA DE CUSTO FERIADO;-46.458;-28.826
0101-MCZ;SET;311040101049 - GRATIFICACOES, ADICIONAIS E CORRELATOS;-24.173;0
0101-MCZ;SET;311040101052 - SEGURO DE VIDA;-9.141;-1.943
0101-MCZ;SET;311040101053 - CONVENIO FARMACIA;-38.529;0
0101-MCZ;SET;311040101056 - PREMIACOES POR MERITOS ANUAIS;0;-16.165
0101-MCZ;SET;311040102001 - FGTS RESCISAO;0;-5.200
0101-MCZ;SET;311040102002 - INSS PATRONAL;-312.294;-367.909
0101-MCZ;SET;311040102004 - FGTS;-91.452;-102.197
0101-MCZ;SET;311040102005 - FGTS 40% E MULTAS RESCISORIAS;0;-15.254
0101-MCZ;SET;311040103001 - PROVISAO SOBRE FERIAS;-120.492;-141.883
0101-MCZ;SET;311040103002 - PROVISAO SOBRE INSS S/ FERIAS;-34.702;-40.862
0101-MCZ;SET;311040103003 - PROVISAO SOBRE FGTS S/ FERIAS;-9.622;-11.351
0101-MCZ;SET;311040103005 - PROVISAO SOBRE 13º SALARIO;-97.127;-106.455
0101-MCZ;SET;311040103006 - PROVISAO SOBRE INSS S/ 13º SALARIO;-27.389;-30.659
0101-MCZ;SET;311040103007 - PROVISAO SOBRE FGTS S/ 13º SALARIO;-7.572;-8.516
0101-MCZ;SET;311040109005 - ( - ) DESCONTO SALARIOS E ORDENADOS;18.347;0
0101-MCZ;SET;311040109009 - ( - ) CONVENIO FARMACIA;24.324;0
0101-MCZ;SET;311040109011 - ( - ) ASSISTENCIA MEDICA;43.599;0
0101-MCZ;SET;311040109012 - ( - ) PLANO ODONTOLOGICO;2.526;0
0101-MCZ;SET;311040109013 - ( - ) VALE TRANSPORTE;25.831;0
0101-MCZ;SET;311040109014 - ( - ) AVISO PREVIO;2.700;0
0101-MCZ;SET;311040201001 - AGUA/ESGOTO;-3.800;-3.255
0101-MCZ;SET;311040201002 - ALUGUEL;-10.282;-640.287
0101-MCZ;SET;311040201027 - ENERGIA ELETRICA;-316.198;-270.000
0101-MCZ;SET;311040201058 - COMUNICACAO;-30.591;-23.747
0101-MCZ;SET;311040301004 - GASTOS COM MIDIA DIGITAL;-304.490;-307.326
0101-MCZ;SET;311040301009 - GASTOS COM HONORARIOS PUBLICITARIOS;-142.093;-74.250
0101-MCZ;SET;311040301011 - GASTOS COM DESPESAS MARKETING;-5.412;-4.364
0101-MCZ;SET;311040301012 - GASTOS COM PRODUCAO/GRAFICA;-28.845;-14.000
0101-MCZ;SET;311040302006 - SERVICOS COM  RADIO INDOOR;-9.858;-1.058
0101-MCZ;SET;311040302017 - SERVICOS DE TRADE MARKETING;-21.113;0
0101-MCZ;SET;311040302018 - SERVICOS COM PRODUCAO ELETRONICA;-10.050;-27.436
0101-MCZ;SET;311040302019 - PATROCINIO;-6.000;-2.727
0101-MCZ;SET;311040302020 - SERVICOS COM INTELIGENCIA ESTRATEGICA;0;-12.003
0101-MCZ;SET;311040302021 - SERVICOS MARKETING VERBAS COOPERADA;-6.000;0
0101-MCZ;SET;311040302022 - SERVICOS COM COMUNICACAO VISUAL - MKT;-2.660;-4.545
0101-MCZ;SET;311040304001 - FRETE DE ENTREGA PARA CLIENTES;-252.080;0
0101-MCZ;SET;311040304005 - FRETE DE TRANSFERENCIA INTERMUNICIPAL/INTERESTADUAL - SERV. TERCEIROS;0;-660.315
0101-MCZ;SET;311040405002 - LOCACAO DE MAQUINAS E EQUIPAMENTOS;-98.978;-92.115
0101-MCZ;SET;311040405003 - LOCACAO DE VEICULOS;-6.328;0
0101-MCZ;SET;311040405004 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DE INFORMATICA;-149.285;-31.437
0101-MCZ;SET;311040414010 - LICENCIAMENTO DE SOFTWARE;-16.876;-5.236
0101-MCZ;SET;311040414011 - DESPESAS COM INFORMATICA E TELECOM;-44.652;-10.644
0101-MCZ;SET;311040414012 - LICENCIAMENTOS SOFTWARE - ECOMM E MKTPLACE;-25.652;0
0101-MCZ;SET;311040417002 - HOTEIS E ESTADIAS;-4.505;-600
0101-MCZ;SET;311040417003 - PASSAGENS AEREAS E TERRESTRE;-19.216;0
0101-MCZ;SET;311040417004 - TAXI / UBER;-8.269;-400
0101-MCZ;SET;311040417005 - LOCACAO DE VEICULOS EM VIAGEM;-1.209;0
0101-MCZ;SET;311040417006 - COMBUSTIVEL EM VIAGEM;-12.927;-326
0101-MCZ;SET;311040417007 - ALIMENTACAO EM VIAGEM;-5.258;-600
0101-MCZ;SET;311040429005 - SERVICOS  CONTABEIS;-859;-19.392
0101-MCZ;SET;311040429006 - SERVICOS CONSULTORIA E AUDITORIA;-35.197;0
0101-MCZ;SET;311040429008 - SERVICOS EM DESENVOLVIMENTO DE SISTEMAS;-104.459;0
0101-MCZ;SET;311040429009 - SERVICOS  ENERGIA ELETRICA;-2.400;-12.900
0101-MCZ;SET;311040429010 - SERVICOS  ASSESORIA FINANCEIRA;-4.828;0
0101-MCZ;SET;311040429011 - SERVICOS  JURIDICOS;-6.000;-4.000
0101-MCZ;SET;311040429015 - SERVICOS  PREVENCAO DE PERDAS;-9.000;0
0101-MCZ;SET;311040429016 - SERVICOS  SEGURANCA E VIGILANCIA;-54.449;-59.827
0101-MCZ;SET;311040429017 - SERVICOS  FRETES E CARRETOS;0;-1.000
0101-MCZ;SET;311040429018 - SERVICOS  COM TECNOLOGIA;0;-608
0101-MCZ;SET;311040429020 - SERVICOS  COM MARKETING;-21.248;-1.980
0101-MCZ;SET;311040429021 - SERVICOS COM TRANSPORTE E GUARDA DE VALORES;-6.270;-11.140
0101-MCZ;SET;311040429022 - SERVICOS COM INSTALACOES E MONTAGENS;0;-2.000
0101-MCZ;SET;311040429023 - SERVICOS COM LIMPEZA E CONSERVACAO;-21.739;-119.750
0101-MCZ;SET;311040429027 - SERVICOS DE DEDETIZACAO;0;-900
0101-MCZ;SET;311040429031 - SERVICOS COM MANUTENCAO;-64.436;-33.726
0101-MCZ;SET;311040429032 - SERVICOS COM DESPACHANTE;-200;0
0101-MCZ;SET;311040429033 - SERVICOS DE ANALISE DE AGUA;-5.319;-5.718
0101-MCZ;SET;311040429035 - SERVICOS DIVERSOS AD;-26.200;0
0101-MCZ;SET;311040502004 - BENS DE NATUREZA NAO PERMANENTE;-1.225;-1.260
0101-MCZ;SET;311040502005 - CONDUCAO E PASSAGENS;0;-434
0101-MCZ;SET;311040502006 - CONFRATERNIZACAO E EVENTOS INTERNOS;-4.114;-3.200
0101-MCZ;SET;311040502007 - CORREIOS E MALOTES;0;-540
0101-MCZ;SET;311040502008 - DESPESAS LEGAIS E JUDICIAIS;-1.357;-630
0101-MCZ;SET;311040502015 - IMPRESSOS / MATERIAIS GRAFICOS;-1.140;-2.051
0101-MCZ;SET;311040502016 - LANCHES E REFEICOES;-1.833;-4.400
0101-MCZ;SET;311040502017 - MATERIAL EXPEDIENTE - OPERACAO LOJA;-238;-600
0101-MCZ;SET;311040502018 - MATERIAL DE LIMPEZA;0;-3.020
0101-MCZ;SET;311040502020 - PROCON / SERASA;-226;0
0101-MCZ;SET;311040502023 - SEGUROS BENS MOVEIS;-1.611;0
0101-MCZ;SET;311040502025 - DESPESA COM RESSARCIMENTO;-17;-2.160
0101-MCZ;SET;311040502029 - DESPESAS COM MATERIAL DE EXPEDIENTE;-558;-5.400
0101-MCZ;SET;311040502030 - COMBUSTIVEL PARA  GERADOR;-1.135;0
0101-MCZ;SET;311040502031 - COMBUSTIVEL VEICULOS DE TERCEIROS;0;-977
0101-MCZ;SET;311040502035 - DESPESA COM ASSOCIACAO;-516;-1.575
0101-MCZ;SET;311040502039 - DESPESAS COM MATERIAL CONSUMO;-40.905;-50.617
0101-MCZ;SET;311040502040 - MATERIAL COPA E COZINHA;-7.067;-6.580
0101-MCZ;SET;311040502041 - DESPESA COM RECARGA EXTINTORES;0;-5.761
0101-MCZ;SET;311040502042 - COLETA DE RESIDUOS;-27.920;-34.480
0101-MCZ;SET;311040502046 - BAIXAS DE ESTOQUE CONSUMO (5949/6949);-5.726;-8.000
0101-MCZ;SET;311040502047 - MATERIAIS DE DIVULGACOES INTERNAS;0;-1.400
0101-MCZ;SET;311040502048 - EXAMES MEDICOS E HOSPITALARES;-1.610;-4.800
0101-MCZ;SET;311040503001 - ENCARGOS DE DEPRECIACAO;-128.746;-163.254
0101-MCZ;SET;311040503002 - ENCARGOS DE AMORTIZACAO;-174.928;-484.926
0101-MCZ;SET;311040503003 - DESPESA COM AMORTIZACAO - ATIVO DE DIREITO DE USO;-850.312;0
0101-MCZ;SET;311040504001 - ( - )  ENCARGOS DE DEPRECIACAO;71.563;0
0101-MCZ;SET;311040504002 - ( - )  ENCARGOS DE AMORTIZACAO;52.564;0
0101-MCZ;SET;311040504003 - ( - )  DESPESA COM AMORTIZACAO - ATIVO DE DIREITO DE USO;130.610;0
0101-MCZ;SET;311040701001 - PIS SOBRE OUTRAS RECEITAS;-9.173;0
0101-MCZ;SET;311040701002 - COFINS SOBRE OUTRAS RECEITAS;-50.199;0
0101-MCZ;SET;311040701005 - CONTRIBUICAO SINDICAL;-2.879;0
0101-MCZ;SET;311040701007 - GNRE;-16.402;-23.994
0101-MCZ;SET;311040701008 - IMPOSTOS E TAXAS GERAIS;-2.567;-5.088
0101-MCZ;SET;311040701011 - PIS/COFINS SOBRE RECEITA DE VERBAS;-88.067;0
0101-MCZ;SET;311040801001 - MANUTENCAO E REPARO BENS MOVEIS;-10.523;-6.600
0101-MCZ;SET;311040801003 - MANUTENCAO E REPARO INSTALACOES IMOVEIS TERCEIR;-88.463;-1.440
0101-MCZ;SET;311041001001 - PERDAS ESTIMADAS COM DEVEDORES DUVIDOSOS;-449.003;0
0101-MCZ;SET;311041001007 - PROVISAO PARA CONTINGENCIAS ADMINISTRATIVAS;0;-1.600
0101-MCZ;SET;311041001008 - PROVISAO CONTINGENCIAS CIVEIS;0;-1.600
0101-MCZ;SET;311041003002 - PROVISAO PARA CONTINGENCIAS TRABALHISTAS;-33.953;0
0101-MCZ;SET;311041003004 - PROVISAO CONTINGENCIAS CIVEIS;-60.917;0
0101-MCZ;SET;311041101002 - MULTA DE TRANSITO;0;-1.000
0101-MCZ;SET;311041101005 - BRINDES INSTITUCIONAIS;-9.440;-11.200
0101-MCZ;SET;311041101006 - DOACOES;-6.260;0
0101-MCZ;SET;311041205003 - RECEITA DE ALUGUEL;12.970;68.764
0101-MCZ;SET;311041205005 - RECEITA DE VERBAS COOPERADA;419.435;0
0101-MCZ;SET;311041301002 - CREDITOS RECUPERAVEIS IPI;265.502;0
0101-MCZ;SET;311041401005 - CRM - CUSTOMER RELATIONSHIP MANAGEMENT (CALL CENTER);-4.680;0
0101-MCZ;SET;311050101018 - DESPESA COM BONIFICACAO;-68.655;-8.000
0101-MCZ;SET;311050101021 - TAXAS DE ADMINISTRACAO DE CARTAO;-490.359;-547.903
0101-MCZ;SET;311050102002 - COMBUSTIVEL PARA EMPILHADEIRAS;-6.689;-40.000
0101-MCZ;SET;311050103001 - FRETE DE ENTREGA PARA CLIENTES;0;-682.854
0101-MCZ;SET;311050103005 - FRETES EXTRAS;-33.500;0
0101-MCZ;SET;311070101003 - DESPESAS BANCÁRIAS;-41.482;-54.885
0101-MCZ;SET;311070101004 - IOF;-37;0
0101-MCZ;SET;311070101006 - JUROS SOBRE FINANCIAMENTOS;-48.610;0
0101-MCZ;SET;311070101007 - JUROS PASSIVOS;-200.287;-62.594
0101-MCZ;SET;311070101008 - JUROS PARCELAMENTOS;-192.951;0
0101-MCZ;SET;311070101014 - JUROS S/ ATIVO DE DIREITO DE USO;-206.199;0
0101-MCZ;SET;311070101015 - VARIACAO CAMBIAL PASSIVA;-861.645;0
0101-MCZ;SET;311070101018 - DESCONTOS CONCEDIDOS;-1;-1.486
0101-MCZ;SET;311070101025 - JUROS S/ ANTECIPACAO CARTAO;-1.106.059;0
0101-MCZ;SET;311070103001 - RECEITAS JUROS ATIVOS;1.417;4.955
0101-MCZ;SET;311070103002 - DESCONTOS OBTIDOS;69.366;6.684
0101-MCZ;SET;311070103003 - RENDIMENTOS APLICACOES FINANCEIRAS;42;173
0101-MCZ;SET;311070103004 - RECEITAS FUNDO CAPITALIZACAO;0;5.345
0101-MCZ;SET;311070103005 - VARIACAO CAMBIAL ATIVAS;674.983;0
0101-MCZ;SET;311070104023 - RECEITA DE VERBAS DESCONTOS EM DUPLICATAS;518.271;0
0101-MCZ;SET;COFINS Frete Transferência;1.729;0
0101-MCZ;SET;Encargos sobre comissões;-275.651;-347.380
0101-MCZ;SET;Estorno Encargos sobre comissões;275.651;347.380
0101-MCZ;SET;Frete Transferência Bruto;-47.131;0
0101-MCZ;SET;ICMS Frete Transferência;3.900;0
0101-MCZ;SET;PIS Frete Transferência;375;0
0101-MCZ;SET;QUEBRA;0;-378.873
0101-MCZ;SET;Rateio do Credito Pis e Cofins;617.517;0
0101-MCZ;SET;VPC;0;1.166.593
0101-MCZ;OUT;311010101001 - RECEITA DE MERCADORIAS VENDIDAS NACIONAL;32.102.074;38.260.479
0101-MCZ;OUT;311010101006 - RECEITA DE FRETE MERCADORIA;113.360;347.118
0101-MCZ;OUT;311010102002 - ( - ) DESCONTOS INCONDICIONAIS;-422.086;-1.273.928
0101-MCZ;OUT;311010102003 - ( - ) ICMS S/ REVENDA MERCADORIA;-1.370.662;-1.433.939
0101-MCZ;OUT;311010102004 - ( - ) COFINS;-2.246.910;-2.509.827
0101-MCZ;OUT;311010102005 - ( - ) PIS/PASEP;-487.819;-583.571
0101-MCZ;OUT;311010102011 - ( - ) DEVOLUCAO DE VENDAS;-798.269;-1.836.503
0101-MCZ;OUT;311010102016 - ( - ) IPI;-335.192;-513.507
0101-MCZ;OUT;311010201001 - RECEITA PRESTACAO DE SERVICOS;12.899;0
0101-MCZ;OUT;311010201002 - RECEITA DE RECARGA DE CELULAR;114;0
0101-MCZ;OUT;311010201004 - RECEITA DE FRETE DE CLIENTE;240.403;0
0101-MCZ;OUT;311010202001 - ISS;-12.678;-17.356
0101-MCZ;OUT;311010202002 - PIS;-4.180;-5.727
0101-MCZ;OUT;311010202003 - COFINS;-19.251;-26.381
0101-MCZ;OUT;311020101001 - CUSTO DE MERCADORIA VENDIDA NACIONAL;-18.021.793;-20.396.105
0101-MCZ;OUT;311020101002 - CUSTO DE MERCADORIA VENDIDA IMPORTADO;-515.086;0
0101-MCZ;OUT;311020101003 - CUSTO SOBRE QUEBRA DE MERCADORIA;-251.755;0
0101-MCZ;OUT;311040101001 - ADICIONAL NOTURNO;-376;-1.204
0101-MCZ;OUT;311040101005 - ALIMENTAÇÃO;-264.398;-122.720
0101-MCZ;OUT;311040101006 - ASSITÊNCIA MÉDICA;-93.008;0
0101-MCZ;OUT;311040101007 - AVISO PRÉVIO;-10.500;-16.860
0101-MCZ;OUT;311040101008 - BENEFÍCIOS A EMPREGADOS;0;-2.400
0101-MCZ;OUT;311040101010 - COMISSÃO E REPOUSO REMUNERADO;-479.817;-560.290
0101-MCZ;OUT;311040101012 - CURSOS/TREINAMENTOS JD;0;-5.000
0101-MCZ;OUT;311040101015 - FERIAS;-1.450;-8.028
0101-MCZ;OUT;311040101018 - GRATIFICAÇÕES / PREMIAÇÕES;-14.723;-15.562
0101-MCZ;OUT;311040101019 - HORAS EXTRAS;-7.239;-11.320
0101-MCZ;OUT;311040101022 - MENOR APRENDIZ;0;-2.000
0101-MCZ;OUT;311040101027 - PERICULOSIDADE;-1.102;-1.545
0101-MCZ;OUT;311040101029 - SALÁRIOS E ORDENADOS;-704.746;-721.866
0101-MCZ;OUT;311040101031 - EPI E UNIFORMES;-4.529;-18.600
0101-MCZ;OUT;311040101032 - VALE TRANSPORTE;-79.891;-69.219
0101-MCZ;OUT;311040101036 - QUEBRA DE CAIXA;0;-1.502
0101-MCZ;OUT;311040101038 - AJUDA DE CUSTO DOMINGO;0;-11.286
0101-MCZ;OUT;311040101039 - AJUDA DE CUSTO FERIADO;-21.983;-28.826
0101-MCZ;OUT;311040101049 - GRATIFICACOES, ADICIONAIS E CORRELATOS;-110.859;0
0101-MCZ;OUT;311040101052 - SEGURO DE VIDA;-9.431;-1.943
0101-MCZ;OUT;311040101053 - CONVENIO FARMACIA;-39.742;0
0101-MCZ;OUT;311040101056 - PREMIACOES POR MERITOS ANUAIS;0;-16.165
0101-MCZ;OUT;311040102001 - FGTS RESCISAO;0;-5.200
0101-MCZ;OUT;311040102002 - INSS PATRONAL;-327.159;-367.909
0101-MCZ;OUT;311040102004 - FGTS;-95.281;-102.197
0101-MCZ;OUT;311040102005 - FGTS 40% E MULTAS RESCISORIAS;-6.704;-15.254
0101-MCZ;OUT;311040103001 - PROVISAO SOBRE FERIAS;-111.274;-141.883
0101-MCZ;OUT;311040103002 - PROVISAO SOBRE INSS S/ FERIAS;-32.047;-40.862
0101-MCZ;OUT;311040103003 - PROVISAO SOBRE FGTS S/ FERIAS;-8.892;-11.351
0101-MCZ;OUT;311040103005 - PROVISAO SOBRE 13º SALARIO;-101.471;-106.455
0101-MCZ;OUT;311040103006 - PROVISAO SOBRE INSS S/ 13º SALARIO;-24.703;-30.659
0101-MCZ;OUT;311040103007 - PROVISAO SOBRE FGTS S/ 13º SALARIO;-6.826;-8.516
0101-MCZ;OUT;311040109005 - ( - ) DESCONTO SALARIOS E ORDENADOS;24.575;0
0101-MCZ;OUT;311040109007 - ( - ) DESC AVARIAS/EQUIP TRABALHO;109;0
0101-MCZ;OUT;311040109009 - ( - ) CONVENIO FARMACIA;24.872;0
0101-MCZ;OUT;311040109011 - ( - ) ASSISTENCIA MEDICA;37.227;0
0101-MCZ;OUT;311040109012 - ( - ) PLANO ODONTOLOGICO;2.703;0
0101-MCZ;OUT;311040109013 - ( - ) VALE TRANSPORTE;27.686;0
0101-MCZ;OUT;311040109014 - ( - ) AVISO PREVIO;4.730;0
0101-MCZ;OUT;311040201001 - AGUA/ESGOTO;-176;-3.255
0101-MCZ;OUT;311040201002 - ALUGUEL;-1.200;-640.287
0101-MCZ;OUT;311040201027 - ENERGIA ELETRICA;-306.633;-270.000
0101-MCZ;OUT;311040201058 - COMUNICACAO;-16.413;-23.747
0101-MCZ;OUT;311040301004 - GASTOS COM MIDIA DIGITAL;-265.669;-365.001
0101-MCZ;OUT;311040301009 - GASTOS COM HONORARIOS PUBLICITARIOS;-167.314;-74.250
0101-MCZ;OUT;311040301011 - GASTOS COM DESPESAS MARKETING;-8.282;-4.364
0101-MCZ;OUT;311040301012 - GASTOS COM PRODUCAO/GRAFICA;-14.504;-16.000
0101-MCZ;OUT;311040302006 - SERVICOS COM  RADIO INDOOR;-9.858;-1.058
0101-MCZ;OUT;311040302017 - SERVICOS DE TRADE MARKETING;-6.632;0
0101-MCZ;OUT;311040302018 - SERVICOS COM PRODUCAO ELETRONICA;-25.006;-34.294
0101-MCZ;OUT;311040302019 - PATROCINIO;-43.945;-2.727
0101-MCZ;OUT;311040302020 - SERVICOS COM INTELIGENCIA ESTRATEGICA;0;-12.003
0101-MCZ;OUT;311040302021 - SERVICOS MARKETING VERBAS COOPERADA;-53.646;0
0101-MCZ;OUT;311040302022 - SERVICOS COM COMUNICACAO VISUAL - MKT;0;-4.545
0101-MCZ;OUT;311040304001 - FRETE DE ENTREGA PARA CLIENTES;-181.235;0
0101-MCZ;OUT;311040304005 - FRETE DE TRANSFERENCIA INTERMUNICIPAL/INTERESTADUAL - SERV. TERCEIROS;0;-579.222
0101-MCZ;OUT;311040405002 - LOCACAO DE MAQUINAS E EQUIPAMENTOS;-48.096;-92.115
0101-MCZ;OUT;311040405004 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DE INFORMATICA;-146.002;-32.712
0101-MCZ;OUT;311040414010 - LICENCIAMENTO DE SOFTWARE;-6.460;-5.236
0101-MCZ;OUT;311040414011 - DESPESAS COM INFORMATICA E TELECOM;-48.225;-10.644
0101-MCZ;OUT;311040414012 - LICENCIAMENTOS SOFTWARE - ECOMM E MKTPLACE;-24.550;0
0101-MCZ;OUT;311040417002 - HOTEIS E ESTADIAS;-18.259;-600
0101-MCZ;OUT;311040417003 - PASSAGENS AEREAS E TERRESTRE;-12.914;0
0101-MCZ;OUT;311040417004 - TAXI / UBER;-20.993;-400
0101-MCZ;OUT;311040417005 - LOCACAO DE VEICULOS EM VIAGEM;-10.254;0
0101-MCZ;OUT;311040417006 - COMBUSTIVEL EM VIAGEM;-11.140;-326
0101-MCZ;OUT;311040417007 - ALIMENTACAO EM VIAGEM;-13.691;-600
0101-MCZ;OUT;311040429005 - SERVICOS  CONTABEIS;-910;-19.392
0101-MCZ;OUT;311040429006 - SERVICOS CONSULTORIA E AUDITORIA;-35.197;0
0101-MCZ;OUT;311040429008 - SERVICOS EM DESENVOLVIMENTO DE SISTEMAS;-99.956;0
0101-MCZ;OUT;311040429009 - SERVICOS  ENERGIA ELETRICA;-2.400;-12.900
0101-MCZ;OUT;311040429010 - SERVICOS  ASSESORIA FINANCEIRA;-4.920;0
0101-MCZ;OUT;311040429011 - SERVICOS  JURIDICOS;-16.000;-4.000
0101-MCZ;OUT;311040429016 - SERVICOS  SEGURANCA E VIGILANCIA;-54.449;-59.827
0101-MCZ;OUT;311040429017 - SERVICOS  FRETES E CARRETOS;0;-1.000
0101-MCZ;OUT;311040429018 - SERVICOS  COM TECNOLOGIA;0;-608
0101-MCZ;OUT;311040429020 - SERVICOS  COM MARKETING;0;-1.980
0101-MCZ;OUT;311040429021 - SERVICOS COM TRANSPORTE E GUARDA DE VALORES;-4.946;-11.140
0101-MCZ;OUT;311040429022 - SERVICOS COM INSTALACOES E MONTAGENS;0;-2.000
0101-MCZ;OUT;311040429023 - SERVICOS COM LIMPEZA E CONSERVACAO;-21.739;-119.750
0101-MCZ;OUT;311040429027 - SERVICOS DE DEDETIZACAO;0;-900
0101-MCZ;OUT;311040429031 - SERVICOS COM MANUTENCAO;-24.298;-33.726
0101-MCZ;OUT;311040429033 - SERVICOS DE ANALISE DE AGUA;-5.452;-5.718
0101-MCZ;OUT;311040429035 - SERVICOS DIVERSOS AD;-24.000;0
0101-MCZ;OUT;311040502001 - ASSINATURAS JORNAIS, REVISTAS E TV;-2.767;0
0101-MCZ;OUT;311040502004 - BENS DE NATUREZA NAO PERMANENTE;-2.136;-1.260
0101-MCZ;OUT;311040502005 - CONDUCAO E PASSAGENS;0;-434
0101-MCZ;OUT;311040502006 - CONFRATERNIZACAO E EVENTOS INTERNOS;-4.269;-3.200
0101-MCZ;OUT;311040502007 - CORREIOS E MALOTES;-2.442;-540
0101-MCZ;OUT;311040502008 - DESPESAS LEGAIS E JUDICIAIS;0;-630
0101-MCZ;OUT;311040502009 - DESPESAS CARTORIO;-5.188;0
0101-MCZ;OUT;311040502015 - IMPRESSOS / MATERIAIS GRAFICOS;-2.006;-2.051
0101-MCZ;OUT;311040502016 - LANCHES E REFEICOES;-6.700;-2.600
0101-MCZ;OUT;311040502017 - MATERIAL EXPEDIENTE - OPERACAO LOJA;-308;-600
0101-MCZ;OUT;311040502018 - MATERIAL DE LIMPEZA;0;-3.020
0101-MCZ;OUT;311040502025 - DESPESA COM RESSARCIMENTO;-6.517;-2.160
0101-MCZ;OUT;311040502027 - DESPESAS COM AERONAVE;-20.611;0
0101-MCZ;OUT;311040502029 - DESPESAS COM MATERIAL DE EXPEDIENTE;-10.364;-2.700
0101-MCZ;OUT;311040502031 - COMBUSTIVEL VEICULOS DE TERCEIROS;-6.851;-977
0101-MCZ;OUT;311040502035 - DESPESA COM ASSOCIACAO;-54.817;-1.575
0101-MCZ;OUT;311040502039 - DESPESAS COM MATERIAL CONSUMO;-61.230;-56.217
